collection_name,dataset_name,train_path,test_path,dataset_type,datetime_index,split_at,train_type,train_is_normal,input_type,length,dimensions,contamination,num_anomalies,min_anomaly_length,median_anomaly_length,max_anomaly_length,mean,stddev,trend,stationarity,period_size
Daphnet,S09R01E3,,multivariate/Daphnet/S09R01E3.test.csv,real,True,,unsupervised,False,multivariate,46080,9,0.1040798611111111,11,103,301,961,380.4198664158951,258.8230952985876,no trend,trend_stationary,36.0
Daphnet,S09R01E4,,multivariate/Daphnet/S09R01E4.test.csv,real,True,,unsupervised,False,multivariate,9600,9,0.0279166666666666,1,268,268,268,363.1347106481482,230.52353001656687,no trend,trend_stationary,34.0
Daphnet,S10R01E0,,multivariate/Daphnet/S10R01E0.test.csv,real,True,,unsupervised,False,multivariate,51200,9,0.0,0,0,0,0,324.12656250000003,236.0282753116258,no trend,trend_stationary,33.0
Daphnet,S10R01E1,,multivariate/Daphnet/S10R01E1.test.csv,real,True,,unsupervised,False,multivariate,91520,9,0.0,0,0,0,0,236.637270541958,453.8578231584064,kubic trend,trend_stationary,32.0
Dodgers,101-freeway-traffic,,univariate/Dodgers/101-freeway-traffic.test.csv,real,True,,unsupervised,False,univariate,50400,1,0.1113492063492063,133,1,33,379,19.65281746031746,13.724028393108222,no trend,difference_stationary,499.0
Exathlon,10_2_1000000_67,,multivariate/Exathlon/10_2_1000000_67.test.csv,real,True,,unsupervised,False,multivariate,10250,165,0.5101463414634146,1,5229,5229,5229,3475919337.7715364,4479413910.192505,kubic trend,trend_stationary,10.0
Exathlon,10_3_1000000_75,,multivariate/Exathlon/10_3_1000000_75.test.csv,real,True,,unsupervised,False,multivariate,46656,8,0.0811685528120713,4,885,965,971,615865.9139282949,178713.78353599383,no trend,difference_stationary,10.0
Exathlon,10_4_1000000_79,,multivariate/Exathlon/10_4_1000000_79.test.csv,real,True,,unsupervised,False,multivariate,43086,3,0.128765724365223,6,474,831,1581,1689.695992511102,271.663012724916,no trend,difference_stationary,5.0
Exathlon,1_2_100000_68-15,multivariate/Exathlon/1_2_100000_68-15.train.csv,multivariate/Exathlon/1_2_100000_68-15.test.csv,real,True,,semi-supervised,True,multivariate,2936,43,0.7881471389645777,1,2314,2314,2314,1424774349.1314695,1009175629.4414614,kubic trend,trend_stationary,
Exathlon,1_2_100000_68-16,multivariate/Exathlon/1_2_100000_68-16.train.csv,multivariate/Exathlon/1_2_100000_68-16.test.csv,real,True,,semi-supervised,True,multivariate,2936,43,0.7881471389645777,1,2314,2314,2314,1424774349.1314695,1009175629.4414614,kubic trend,trend_stationary,
Exathlon,1_4_1000000_80-14,multivariate/Exathlon/1_4_1000000_80-14.train.csv,multivariate/Exathlon/1_4_1000000_80-14.test.csv,real,True,,semi-supervised,True,multivariate,43087,3,0.1282985587300113,6,464,828,1538,52.89657592003776,16.33289414263307,no trend,stationary,5.0
Exathlon,2_1_100000_60-20,multivariate/Exathlon/2_1_100000_60-20.train.csv,multivariate/Exathlon/2_1_100000_60-20.test.csv,real,True,,semi-supervised,True,multivariate,46655,12,0.063187225377773,3,978,982,988,1225275107.581728,145378918.20194712,no trend,trend_stationary,5.0
Exathlon,2_1_100000_60-22,multivariate/Exathlon/2_1_100000_60-22.train.csv,multivariate/Exathlon/2_1_100000_60-22.test.csv,real,True,,semi-supervised,True,multivariate,46655,12,0.063187225377773,3,978,982,988,1225275107.581728,145378918.20194712,no trend,trend_stationary,5.0
Exathlon,2_2_200000_69,,multivariate/Exathlon/2_2_200000_69.test.csv,real,True,,unsupervised,False,multivariate,2874,130,0.5755045233124565,1,1654,1654,1654,18880697771.123417,21363424549.69262,kubic trend,trend_stationary,5.0
Exathlon,3_2_1000000_71,,multivariate/Exathlon/3_2_1000000_71.test.csv,real,True,,unsupervised,False,multivariate,2474,194,0.1831042845594179,1,453,453,453,6744529673.3454485,2986543181.552323,kubic trend,trend_stationary,5.0
Exathlon,3_2_500000_70,,multivariate/Exathlon/3_2_500000_70.test.csv,real,True,,unsupervised,False,multivariate,2611,208,0.304864036767522,1,796,796,796,9331903305.69752,7031950792.390102,kubic trend,trend_stationary,5.0
Exathlon,4_1_100000_61-27,multivariate/Exathlon/4_1_100000_61-27.train.csv,multivariate/Exathlon/4_1_100000_61-27.test.csv,real,True,,semi-supervised,True,multivariate,129197,19,0.12465459724297,9,903,1916,1961,895928658.7745451,222459864.6563379,no trend,difference_stationary,5.0
Exathlon,4_1_100000_61-28,multivariate/Exathlon/4_1_100000_61-28.train.csv,multivariate/Exathlon/4_1_100000_61-28.test.csv,real,True,,semi-supervised,True,multivariate,129197,19,0.12465459724297,9,903,1916,1961,895928658.7745451,222459864.6563379,no trend,difference_stationary,5.0
Exathlon,4_1_100000_61-29,multivariate/Exathlon/4_1_100000_61-29.train.csv,multivariate/Exathlon/4_1_100000_61-29.test.csv,real,True,,semi-supervised,True,multivariate,129197,19,0.12465459724297,9,903,1916,1961,895928658.7745451,222459864.6563379,no trend,difference_stationary,5.0
Exathlon,4_1_100000_61-30,multivariate/Exathlon/4_1_100000_61-30.train.csv,multivariate/Exathlon/4_1_100000_61-30.test.csv,real,True,,semi-supervised,True,multivariate,129197,19,0.12465459724297,9,903,1916,1961,895928658.7745451,222459864.6563379,no trend,difference_stationary,5.0
Exathlon,4_1_100000_61-32,multivariate/Exathlon/4_1_100000_61-32.train.csv,multivariate/Exathlon/4_1_100000_61-32.test.csv,real,True,,semi-supervised,True,multivariate,129197,19,0.12465459724297,9,903,1916,1961,895928658.7745451,222459864.6563379,no trend,difference_stationary,5.0
Exathlon,5_1_100000_63-33,multivariate/Exathlon/5_1_100000_63-33.train.csv,multivariate/Exathlon/5_1_100000_63-33.test.csv,real,True,,semi-supervised,True,multivariate,43066,31,0.1262480843356708,3,1755,1838,1844,874588842.7787031,169321564.8139089,no trend,trend_stationary,5.0
Exathlon,5_1_100000_63-34,multivariate/Exathlon/5_1_100000_63-34.train.csv,multivariate/Exathlon/5_1_100000_63-34.test.csv,real,True,,semi-supervised,True,multivariate,43066,31,0.1262480843356708,3,1755,1838,1844,874588842.7787031,169321564.8139089,no trend,trend_stationary,5.0
Exathlon,5_1_100000_63-35,multivariate/Exathlon/5_1_100000_63-35.train.csv,multivariate/Exathlon/5_1_100000_63-35.test.csv,real,True,,semi-supervised,True,multivariate,43066,31,0.1262480843356708,3,1755,1838,1844,874588842.7787031,169321564.8139089,no trend,trend_stationary,5.0
Exathlon,5_1_100000_63-36,multivariate/Exathlon/5_1_100000_63-36.train.csv,multivariate/Exathlon/5_1_100000_63-36.test.csv,real,True,,semi-supervised,True,multivariate,43066,31,0.1262480843356708,3,1755,1838,1844,874588842.7787031,169321564.8139089,no trend,trend_stationary,5.0
Exathlon,5_1_100000_63-37,multivariate/Exathlon/5_1_100000_63-37.train.csv,multivariate/Exathlon/5_1_100000_63-37.test.csv,real,True,,semi-supervised,True,multivariate,43066,31,0.1262480843356708,3,1755,1838,1844,874588842.7787031,169321564.8139089,no trend,trend_stationary,5.0
Exathlon,5_1_100000_63-40,multivariate/Exathlon/5_1_100000_63-40.train.csv,multivariate/Exathlon/5_1_100000_63-40.test.csv,real,True,,semi-supervised,True,multivariate,43066,31,0.1262480843356708,3,1755,1838,1844,874588842.7787031,169321564.8139089,no trend,trend_stationary,5.0
Exathlon,5_1_100000_63-64,multivariate/Exathlon/5_1_100000_63-64.train.csv,multivariate/Exathlon/5_1_100000_63-64.test.csv,real,True,,supervised,False,multivariate,43066,31,0.1262480843356708,3,1755,1838,1844,874588842.7787031,169321564.8139089,no trend,trend_stationary,5.0
Exathlon,5_1_100000_64-33,multivariate/Exathlon/5_1_100000_64-33.train.csv,multivariate/Exathlon/5_1_100000_64-33.test.csv,real,True,,semi-supervised,True,multivariate,46660,18,0.0627518216888126,3,950,953,1025,837792333.6245561,98914576.7367449,no trend,difference_stationary,5.0
Exathlon,5_1_100000_64-34,multivariate/Exathlon/5_1_100000_64-34.train.csv,multivariate/Exathlon/5_1_100000_64-34.test.csv,real,True,,semi-supervised,True,multivariate,46660,18,0.0627518216888126,3,950,953,1025,837792333.6245561,98914576.7367449,no trend,difference_stationary,5.0
Exathlon,5_1_100000_64-35,multivariate/Exathlon/5_1_100000_64-35.train.csv,multivariate/Exathlon/5_1_100000_64-35.test.csv,real,True,,semi-supervised,True,multivariate,46660,18,0.0627518216888126,3,950,953,1025,837792333.6245561,98914576.7367449,no trend,difference_stationary,5.0
Exathlon,5_1_100000_64-36,multivariate/Exathlon/5_1_100000_64-36.train.csv,multivariate/Exathlon/5_1_100000_64-36.test.csv,real,True,,semi-supervised,True,multivariate,46660,18,0.0627518216888126,3,950,953,1025,837792333.6245561,98914576.7367449,no trend,difference_stationary,5.0
Exathlon,5_1_100000_64-37,multivariate/Exathlon/5_1_100000_64-37.train.csv,multivariate/Exathlon/5_1_100000_64-37.test.csv,real,True,,semi-supervised,True,multivariate,46660,18,0.0627518216888126,3,950,953,1025,837792333.6245561,98914576.7367449,no trend,difference_stationary,5.0
Exathlon,5_1_100000_64-40,multivariate/Exathlon/5_1_100000_64-40.train.csv,multivariate/Exathlon/5_1_100000_64-40.test.csv,real,True,,semi-supervised,True,multivariate,46660,18,0.0627518216888126,3,950,953,1025,837792333.6245561,98914576.7367449,no trend,difference_stationary,5.0
Exathlon,5_1_100000_64-63,multivariate/Exathlon/5_1_100000_64-63.train.csv,multivariate/Exathlon/5_1_100000_64-63.test.csv,real,True,,supervised,False,multivariate,46660,18,0.0627518216888126,3,950,953,1025,837792333.6245561,98914576.7367449,no trend,difference_stationary,5.0
Exathlon,5_1_500000_62,,multivariate/Exathlon/5_1_500000_62.test.csv,real,True,,unsupervised,False,multivariate,46660,16,0.1246678096870981,6,964,969,980,92420921046.10536,20419973203.94443,no trend,not_stationary,5.0
Exathlon,5_2_1000000_72,,multivariate/Exathlon/5_2_1000000_72.test.csv,real,True,,unsupervised,False,multivariate,2481,195,0.384925433293027,1,955,955,955,7533924568.185702,7503620001.920058,kubic trend,trend_stationary,5.0
Exathlon,6_1_500000_65,,multivariate/Exathlon/6_1_500000_65.test.csv,real,True,,unsupervised,False,multivariate,46649,12,0.1040965508371026,5,964,969,979,3118153201.3422265,275118421.54620403,no trend,difference_stationary,
Exathlon,6_3_200000_76,,multivariate/Exathlon/6_3_200000_76.test.csv,real,True,,unsupervised,False,multivariate,46654,7,0.080164616110087,4,855,961,962,36176372.30451726,9862455.106219243,no trend,difference_stationary,5.0
Exathlon,8_3_200000_73,,multivariate/Exathlon/8_3_200000_73.test.csv,real,True,,unsupervised,False,multivariate,46641,4,0.0810016937887266,4,865,969,975,230651.34268030315,72187.19958093551,no trend,difference_stationary,10.0
Exathlon,8_4_1000000_77,,multivariate/Exathlon/8_4_1000000_77.test.csv,real,True,,unsupervised,False,multivariate,43078,2,0.1306235201262825,6,467,821,1563,41.56743929616046,16.19838579027721,no trend,stationary,5.0
Exathlon,9_2_1000000_66,,multivariate/Exathlon/9_2_1000000_66.test.csv,real,True,,unsupervised,False,multivariate,7481,239,0.4602325892260393,1,3443,3443,3443,2388802303.699635,3099851190.699017,kubic trend,trend_stationary,10.0
Exathlon,9_3_500000_74,,multivariate/Exathlon/9_3_500000_74.test.csv,real,True,,unsupervised,False,multivariate,46650,7,0.0834083601286173,4,972,973,973,670647.1468389999,196754.3463535677,no trend,not_stationary,10.0
Exathlon,9_4_1000000_78,,multivariate/Exathlon/9_4_1000000_78.test.csv,real,True,,unsupervised,False,multivariate,43105,3,0.1299617213780304,6,481,853,1637,2327.0217229246414,561.2241937883385,no trend,stationary,5.0
GHL,01_Lev_fault_Temp_corr_seed_11_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.62125986743143,3.917745136297065,,,
GHL,02_Lev_fault_Temp_corr_seed_17_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007249963750181,1,145,145,145,84.28470853892495,3.829402645842024,,,
GHL,03_Lev_fault_Temp_corr_seed_19_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007249963750181,1,145,145,145,84.60725329664248,3.966066243654247,,,
GHL,04_Lev_fault_Temp_corr_seed_23_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007249963750181,1,145,145,145,84.36525695266013,3.8462981341525833,,,
GHL,05_Lev_fault_Temp_corr_seed_27_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.40911422539196,3.9443029633749176,,,
GHL,06_Lev_fault_Temp_corr_seed_29_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.5691830924439,3.9077184276039407,,,
GHL,07_Lev_fault_Temp_corr_seed_31_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.81591004749818,3.940308207414657,,,
GHL,08_Lev_fault_Temp_corr_seed_33_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.58942421734345,3.968446863746853,,,
GHL,09_Lev_fault_Temp_corr_seed_37_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.5044822364342,3.812249735299276,,,
GHL,10_Lev_fault_Temp_corr_seed_39_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007249963750181,1,145,145,145,84.40119685988483,3.820083170933216,,,
GHL,11_Lev_fault_Temp_corr_seed_41_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.59829855260267,3.853658856746085,,,
GHL,12_Lev_fault_Temp_corr_seed_43_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.65567080851723,3.873445328286979,,,
GHL,13_Lev_fault_Temp_corr_seed_666_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007249963750181,1,145,145,145,84.80184698393745,3.899126761152475,,,
GHL,14_Lev_fault_Temp_corr_seed_47_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.7689291666966,3.892925660238867,,,
GHL,15_Lev_fault_Temp_corr_seed_49_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.71407999085355,3.731174172880779,,,
GHL,16_Lev_fault_Temp_corr_seed_53_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.4646150143366,3.9105942041643673,,,
GHL,17_Lev_fault_Temp_corr_seed_57_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/17_Lev_fault_Temp_corr_seed_57_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007249963750181,1,145,145,145,84.75644183033697,3.98309291026362,,,
GHL,18_Lev_fault_Temp_corr_seed_59_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/18_Lev_fault_Temp_corr_seed_59_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007249963750181,1,145,145,145,84.51963376019657,3.845324198502983,,,
GHL,19_Lev_fault_Temp_corr_seed_62_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.73985984924033,3.8536635516101367,,,
GHL,20_Lev_fault_Temp_corr_seed_67_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.47173271264931,3.876940803342227,,,
GHL,21_Lev_fault_Temp_corr_seed_73_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/21_Lev_fault_Temp_corr_seed_73_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007249963750181,1,145,145,145,84.85523584156722,3.7803433937178834,,,
GHL,22_Lev_fault_Temp_corr_seed_777_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007249963750181,1,145,145,145,84.68175427333423,3.829453740352827,,,
GHL,23_Lev_fault_Temp_corr_seed_79_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/23_Lev_fault_Temp_corr_seed_79_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.82658567984667,3.903188422596004,,,
GHL,24_Lev_fault_Temp_corr_seed_83_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/24_Lev_fault_Temp_corr_seed_83_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0007199964000179,1,144,144,144,84.80381626193241,3.915616928672288,,,
GHL,25_Lev_corr_Temp_fault_seed_111_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/25_Lev_corr_Temp_fault_seed_111_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0043149784251078,1,863,863,863,84.74394158229555,3.9246142559162784,,,
GHL,26_Lev_corr_Temp_fault_seed_113_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/26_Lev_corr_Temp_fault_seed_113_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0037599812000939,1,752,752,752,84.72412650224715,3.9650135840217615,,,
GHL,27_Lev_corr_Temp_fault_seed_115_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/27_Lev_corr_Temp_fault_seed_115_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0045999770001149,2,57,460,863,84.6468515730776,3.9329644196695215,,,
GHL,28_Lev_corr_Temp_fault_seed_119_vars_23,multivariate/GHL/train_1500000_seed_11_vars_23.train.csv,multivariate/GHL/28_Lev_corr_Temp_fault_seed_119_vars_23.test.csv,synthetic,False,,semi-supervised,True,multivariate,200001,16,0.0043149784251078,1,863,863,863,84.59398194838988,3.96148760042046,,,
